2142680,Kiki,https://store.steampowered.com/app/2142680/Kiki/?snr=1_7_7_2300_150_1,2026-02-01T01:00
3447170,Cursedland,https://store.steampowered.com/app/3447170/Cursedland/?snr=1_7_7_2300_150_1,2026-02-02T01:00
